,locus_tag,species,cluster_rep,fold
XP_002499114.1,ZYRO0E04114g,z_rou,c_gla:XP_449498.1,1
XP_002499116.1,ZYRO0E04158g,z_rou,s_cer:NP_009936.1,2
XP_002499117.1,ZYRO0E04180g,z_rou,s_cer:NP_009936.1,2
XP_002499118.1,ZYRO0E04202g,z_rou,c_tro:XP_002550655.1,3
XP_002499120.1,ZYRO0E04246g,z_rou,XP_002499120.1,4
XP_002499121.1,ZYRO0E04290g,z_rou,k_lac:XP_455655.1,3
XP_002499122.1,ZYRO0E04312g,z_rou,XP_002499122.1,1
XP_002499124.1,ZYRO0E04356g,z_rou,XP_002499124.1,1
XP_002499125.1,ZYRO0E04378g,z_rou,k_afr:XP_003959147.1,4
XP_002499126.1,ZYRO0E04422g,z_rou,XP_002499126.1,2
XP_002499127.1,ZYRO0E04444g,z_rou,n_cas:XP_003675855.1,3
XP_002499128.1,ZYRO0E04466g,z_rou,XP_002499128.1,2
XP_002499129.1,ZYRO0E04488g,z_rou,XP_002499129.1,4
XP_002499132.1,ZYRO0E04576g,z_rou,e_gos:NP_982535.1,4
XP_002499133.1,ZYRO0E04598g,z_rou,k_nag:XP_022465828.1,1
XP_002499134.1,ZYRO0E04620g,z_rou,s_cer:NP_014392.3,0
XP_002499136.1,ZYRO0E04686g,z_rou,XP_002499136.1,2
XP_002499140.1,ZYRO0E04796g,z_rou,c_alb:XP_720371.1,0
XP_002499141.1,ZYRO0E04818g,z_rou,c_dub:XP_002421280.1,0
XP_002499142.1,ZYRO0E04840g,z_rou,e_cym:XP_003644353.1,2
XP_002499143.1,ZYRO0E04862g,z_rou,XP_002499143.1,0
XP_002499146.1,ZYRO0E04928g,z_rou,XP_002499146.1,0
XP_002499147.1,ZYRO0E04950g,z_rou,XP_002499147.1,1
XP_002499148.1,ZYRO0E04972g,z_rou,XP_002499148.1,2
XP_002499149.1,ZYRO0E04994g,z_rou,s_cer:NP_009918.1,2
XP_002499150.1,ZYRO0E05016g,z_rou,c_dub:XP_002418510.1,2
XP_002499151.1,ZYRO0E05060g,z_rou,XP_002499151.1,4
XP_002499152.1,ZYRO0E05082g,z_rou,XP_002499152.1,2
XP_002499153.1,ZYRO0E05104g,z_rou,XP_002499153.1,2
XP_002499154.1,ZYRO0E05126g,z_rou,XP_002499154.1,3
XP_002499155.1,ZYRO0E05148g,z_rou,k_afr:XP_003958865.1,4
XP_002499156.1,ZYRO0E05170g,z_rou,XP_002499156.1,4
XP_002499157.1,ZYRO0E05192g,z_rou,XP_002499157.1,3
XP_002499158.1,ZYRO0E05214g,z_rou,XP_002499158.1,3
XP_002499159.1,ZYRO0E05236g,z_rou,n_dai:XP_003980180.1,4
XP_002499160.1,ZYRO0E05258g,z_rou,n_cas:XP_003673819.1,3
XP_002499163.1,ZYRO0E05346g,z_rou,XP_002499163.1,2
XP_002499165.1,ZYRO0E05390g,z_rou,XP_002499165.1,3
XP_002499166.1,ZYRO0E05412g,z_rou,XP_002499166.1,2
XP_002499167.1,ZYRO0E05434g,z_rou,XP_002499167.1,4
XP_002499172.1,ZYRO0E05566g,z_rou,k_mar:XP_022675501.1,1
XP_002499173.1,ZYRO0E05588g,z_rou,XP_002499173.1,2
XP_002499174.1,ZYRO0E05610g,z_rou,XP_002499174.1,4
XP_002499175.1,ZYRO0E05632g,z_rou,XP_002499175.1,1
XP_002499176.1,ZYRO0E05654g,z_rou,c_dub:XP_002422026.1,1
XP_002499178.1,ZYRO0E05698g,z_rou,XP_002499178.1,1
XP_002499179.1,ZYRO0E05720g,z_rou,XP_002499179.1,0
XP_002499180.1,ZYRO0E05764g,z_rou,s_cer:NP_011848.1,1
XP_002499181.1,ZYRO0E05786g,z_rou,XP_002499181.1,3
XP_002499182.1,ZYRO0E05808g,z_rou,z_rou:XP_002499182.1,2
XP_002499183.1,ZYRO0E05830g,z_rou,s_cer:NP_012884.3,2
XP_002499184.1,ZYRO0E05852g,z_rou,XP_002499184.1,2
XP_002499185.1,ZYRO0E05874g,z_rou,XP_002499185.1,3
XP_002499187.1,ZYRO0E05918g,z_rou,XP_002499187.1,3
XP_002499188.1,ZYRO0E05940g,z_rou,c_gla:XP_448849.1,2
XP_002499189.1,ZYRO0E05984g,z_rou,XP_002499189.1,4
XP_002499190.1,ZYRO0E06006g,z_rou,XP_002499190.1,0
XP_002499191.1,ZYRO0E06182g,z_rou,XP_002499191.1,3
XP_002499192.1,ZYRO0E06204g,z_rou,e_gos:NP_982999.1,4
XP_002499196.1,ZYRO0E06292g,z_rou,XP_002499196.1,4
XP_002499197.1,ZYRO0E06314g,z_rou,XP_002499197.1,3
XP_002499198.1,ZYRO0E06336g,z_rou,XP_002499198.1,2
XP_002499199.1,ZYRO0E06358g,z_rou,z_rou:XP_002499199.1,0
XP_002499200.1,ZYRO0E06380g,z_rou,XP_002499200.1,1
XP_002499203.1,ZYRO0E06446g,z_rou,XP_002499203.1,1
XP_002499204.1,ZYRO0E06490g,z_rou,XP_002499204.1,4
XP_002499206.1,ZYRO0E06534g,z_rou,XP_002499206.1,0
XP_002499207.1,ZYRO0E06556g,z_rou,k_lac:XP_454290.1,1
XP_002499208.1,ZYRO0E06578g,z_rou,XP_002499208.1,3
XP_002499209.1,ZYRO0E06600g,z_rou,XP_002499209.1,1
XP_002499210.1,ZYRO0E06622g,z_rou,k_nag:XP_022462623.1,3
XP_002499211.1,ZYRO0E06644g,z_rou,XP_002499211.1,4
XP_002499212.1,ZYRO0E06666g,z_rou,XP_002499212.1,1
XP_002499214.1,ZYRO0E06710g,z_rou,k_mar:XP_022678307.1,1
XP_002499215.1,ZYRO0E06732g,z_rou,XP_002499215.1,1
XP_002499216.1,ZYRO0E06754g,z_rou,XP_002499216.1,2
XP_002499217.1,ZYRO0E06776g,z_rou,n_dai:XP_003668967.1,2
XP_002499218.1,ZYRO0E06798g,z_rou,XP_002499218.1,4
XP_002499219.1,ZYRO0E06820g,z_rou,XP_002499219.1,3
XP_002499220.1,ZYRO0E06842g,z_rou,XP_002499220.1,2
XP_002499221.1,ZYRO0E06864g,z_rou,XP_002499221.1,1
XP_002499222.1,ZYRO0E06886g,z_rou,XP_002499222.1,4
XP_002499223.1,ZYRO0E06908g,z_rou,c_dub:XP_002419632.1,4
XP_002499224.1,ZYRO0E06930g,z_rou,XP_002499224.1,2
XP_002499225.1,ZYRO0E06952g,z_rou,e_cym:XP_003645188.1,4
XP_002499226.1,ZYRO0E06974g,z_rou,XP_002499226.1,3
XP_002499227.1,ZYRO0E06996g,z_rou,XP_002499227.1,0
XP_002499228.1,ZYRO0E07018g,z_rou,XP_002499228.1,1
XP_002499229.1,ZYRO0E07040g,z_rou,XP_002499229.1,3
XP_002499230.1,ZYRO0E07062g,z_rou,XP_002499230.1,2
XP_002499231.1,ZYRO0E07084g,z_rou,e_gos:NP_985446.1,3
XP_002499232.1,ZYRO0E07106g,z_rou,n_dai:XP_003670719.1,3
XP_002499233.1,ZYRO0E07128g,z_rou,XP_002499233.1,0
XP_002499234.1,ZYRO0E07150g,z_rou,n_dai:XP_003671895.1,0
XP_002499235.1,ZYRO0E07172g,z_rou,XP_002499235.1,4
XP_002499236.1,ZYRO0E07194g,z_rou,XP_002499236.1,0
XP_002499237.1,ZYRO0E07216g,z_rou,n_cas:XP_003673052.1,0
XP_002499238.1,ZYRO0E07238g,z_rou,z_rou:XP_002499238.1,0
XP_002499239.1,ZYRO0E07260g,z_rou,XP_002499239.1,0
XP_002499240.1,ZYRO0E07282g,z_rou,s_cer:NP_015107.1,2
XP_002499241.1,ZYRO0E07304g,z_rou,c_dub:XP_002420996.1,1
XP_002499243.1,ZYRO0E07348g,z_rou,s_cer:NP_015104.1,2
XP_002499244.1,ZYRO0E07370g,z_rou,XP_002499244.1,0
XP_002499245.1,ZYRO0E07392g,z_rou,n_cas:XP_003676347.1,2
XP_002499247.1,ZYRO0E07436g,z_rou,XP_002499247.1,4
XP_002499248.1,ZYRO0E07458g,z_rou,XP_002499248.1,0
XP_002499249.1,ZYRO0E07480g,z_rou,XP_002499249.1,2
XP_002499251.1,ZYRO0E07524g,z_rou,XP_002499251.1,0
XP_002499253.1,ZYRO0E07568g,z_rou,XP_002499253.1,3
XP_002499254.1,ZYRO0E07590g,z_rou,n_dai:XP_003671907.1,1
XP_002499255.1,ZYRO0E07612g,z_rou,XP_002499255.1,3
XP_002499256.1,ZYRO0E07634g,z_rou,n_dai:XP_003671908.1,3
XP_002499257.1,ZYRO0E07656g,z_rou,XP_002499257.1,4
XP_002499258.1,ZYRO0E07678g,z_rou,XP_002499258.1,4
XP_002499259.1,ZYRO0E07700g,z_rou,XP_002499259.1,4
XP_002499261.1,ZYRO0E07744g,z_rou,XP_002499261.1,4
XP_002499262.1,ZYRO0E07766g,z_rou,k_mar:XP_022677832.1,3
XP_002499263.1,ZYRO0E07788g,z_rou,n_dai:XP_003671912.1,2
XP_002499265.1,ZYRO0E07832g,z_rou,k_afr:XP_003957848.1,2
XP_002499266.1,ZYRO0E07854g,z_rou,c_alb:XP_721377.1,4
XP_002499267.1,ZYRO0E07876g,z_rou,XP_002499267.1,0
XP_002499269.1,ZYRO0E07920g,z_rou,z_rou:XP_002499269.1,2
XP_002499270.1,ZYRO0E07942g,z_rou,XP_002499270.1,0
XP_002499271.1,ZYRO0E07964g,z_rou,XP_002499271.1,2
XP_002499272.1,ZYRO0E07986g,z_rou,n_dai:XP_003671915.1,1
XP_002499274.1,ZYRO0E08030g,z_rou,XP_002499274.1,0
XP_002499276.1,ZYRO0E08074g,z_rou,XP_002499276.1,2
XP_002499277.1,ZYRO0E08096g,z_rou,XP_002499277.1,4
XP_002499278.1,ZYRO0E08118g,z_rou,XP_002499278.1,1
XP_002499279.1,ZYRO0E08140g,z_rou,XP_002499279.1,1
XP_002499280.1,ZYRO0E08162g,z_rou,XP_002499280.1,4
XP_002499281.1,ZYRO0E08184g,z_rou,XP_002499281.1,1
XP_002499282.1,ZYRO0E08206g,z_rou,s_cer:NP_013914.1,3
XP_002499283.1,ZYRO0E08228g,z_rou,XP_002499283.1,4
XP_002499284.1,ZYRO0E08250g,z_rou,XP_002499284.1,2
XP_002499287.1,ZYRO0E08316g,z_rou,XP_002499287.1,2
XP_002499288.1,ZYRO0E08338g,z_rou,XP_002499288.1,0
XP_002499289.1,ZYRO0E08360g,z_rou,n_cas:XP_003677205.1,1
XP_002499290.1,ZYRO0E08382g,z_rou,n_dai:XP_003668875.1,0
XP_002499291.1,ZYRO0E08404g,z_rou,XP_002499291.1,0
XP_002499293.1,ZYRO0E08448g,z_rou,XP_002499293.1,2
XP_002499294.1,ZYRO0E08470g,z_rou,XP_002499294.1,4
XP_002499295.1,ZYRO0E08492g,z_rou,c_alb:XP_710395.2,0
XP_002499298.1,ZYRO0E08558g,z_rou,k_nag:XP_022462751.1,4
XP_002499299.1,ZYRO0E08580g,z_rou,XP_002499299.1,4
XP_002499300.1,ZYRO0E08602g,z_rou,XP_002499300.1,2
XP_002499303.1,ZYRO0E08668g,z_rou,XP_002499303.1,1
XP_002499304.1,ZYRO0E08690g,z_rou,XP_002499304.1,2
XP_002499305.1,ZYRO0E08712g,z_rou,XP_002499305.1,1
XP_002499306.1,ZYRO0E08734g,z_rou,XP_002499306.1,1
XP_002499309.1,ZYRO0E08800g,z_rou,k_nag:XP_022462741.1,2
XP_002499311.1,ZYRO0E08844g,z_rou,XP_002499311.1,0
XP_002499313.1,ZYRO0E08888g,z_rou,c_gla:XP_447199.1,1
XP_002499316.1,ZYRO0E08954g,z_rou,z_rou:XP_002499316.1,4
XP_002499317.1,ZYRO0E08976g,z_rou,XP_002499317.1,2
XP_002499318.1,ZYRO0E08998g,z_rou,XP_002499318.1,4
XP_002499319.1,ZYRO0E09020g,z_rou,XP_002499319.1,3
XP_002499320.1,ZYRO0E09042g,z_rou,c_alb:XP_721821.1,3
XP_002499322.1,ZYRO0E09086g,z_rou,XP_002499322.1,3
XP_002499323.1,ZYRO0E09108g,z_rou,XP_002499323.1,4
XP_002499324.1,ZYRO0E09130g,z_rou,XP_002499324.1,0
XP_002499327.1,ZYRO0E09196g,z_rou,XP_002499327.1,3
XP_002499328.1,ZYRO0E09218g,z_rou,XP_002499328.1,4
XP_002499329.1,ZYRO0E09240g,z_rou,XP_002499329.1,2
XP_002499330.1,ZYRO0E09262g,z_rou,k_nag:XP_022464286.1,1
XP_002499331.1,ZYRO0E09284g,z_rou,XP_002499331.1,0
XP_002499332.1,ZYRO0E09306g,z_rou,k_nag:XP_022462730.1,4
XP_002499333.1,ZYRO0E09328g,z_rou,z_rou:XP_002499333.1,3
XP_002499336.1,ZYRO0E09394g,z_rou,k_afr:XP_003959484.1,1
XP_002499337.1,ZYRO0E09416g,z_rou,XP_002499337.1,0
XP_002499338.1,ZYRO0E09438g,z_rou,e_gos:NP_985818.2,3
XP_002499339.1,ZYRO0E09460g,z_rou,XP_002499339.1,2
XP_002499340.1,ZYRO0E09482g,z_rou,c_gla:XP_447135.1,4
XP_002499341.1,ZYRO0E09504g,z_rou,XP_002499341.1,0
XP_002499342.1,ZYRO0E09526g,z_rou,XP_002499342.1,0
XP_002499343.1,ZYRO0E09548g,z_rou,XP_002499343.1,3
XP_002499344.1,ZYRO0E09570g,z_rou,c_gla:XP_445260.1,4
XP_002499345.1,ZYRO0E09592g,z_rou,XP_002499345.1,0
XP_002499346.1,ZYRO0E09614g,z_rou,XP_002499346.1,3
XP_002499348.1,ZYRO0E09680g,z_rou,XP_002499348.1,3
XP_002499349.1,ZYRO0E09702g,z_rou,XP_002499349.1,3
XP_002499350.1,ZYRO0E09724g,z_rou,z_rou:XP_002499350.1,1
XP_002499351.1,ZYRO0E09746g,z_rou,XP_002499351.1,4
XP_002499353.1,ZYRO0E09790g,z_rou,XP_002499353.1,4
XP_002499354.1,ZYRO0E09812g,z_rou,XP_002499354.1,4
XP_002499355.1,ZYRO0E09834g,z_rou,z_rou:XP_002499355.1,1
XP_002499356.1,ZYRO0E09856g,z_rou,XP_002499356.1,0
XP_002499357.1,ZYRO0E09878g,z_rou,e_gos:NP_985826.1,0
XP_002499358.1,ZYRO0E09900g,z_rou,XP_002499358.1,4
XP_002499359.1,ZYRO0E09922g,z_rou,XP_002499359.1,3
XP_002499360.1,ZYRO0E09966g,z_rou,XP_002499360.1,3
XP_002499361.1,ZYRO0E09988g,z_rou,XP_002499361.1,4
XP_002499362.1,ZYRO0E10032g,z_rou,XP_002499362.1,3
XP_002499364.1,ZYRO0E10142g,z_rou,XP_002499364.1,4
XP_002499368.1,ZYRO0E10318g,z_rou,XP_002499368.1,3
XP_002499370.1,ZYRO0E10362g,z_rou,z_rou:XP_002499370.1,4
XP_002497213.1,ZYRO0F00264g,z_rou,XP_002497213.1,0
XP_002497214.1,ZYRO0F00286g,z_rou,XP_002497214.1,2
XP_002497215.1,ZYRO0F00308g,z_rou,n_cas:XP_003676167.1,3
XP_002497217.1,ZYRO0F00352g,z_rou,XP_002497217.1,4
XP_002497219.1,ZYRO0F00396g,z_rou,XP_002497219.1,2
XP_002497220.1,ZYRO0F00418g,z_rou,XP_002497220.1,0
XP_002497221.1,ZYRO0F00440g,z_rou,XP_002497221.1,4
XP_002497222.1,ZYRO0F00462g,z_rou,XP_002497222.1,0
XP_002497223.1,ZYRO0F00484g,z_rou,XP_002497223.1,1
XP_002497224.1,ZYRO0F00506g,z_rou,XP_002497224.1,1
XP_002497225.1,ZYRO0F00528g,z_rou,XP_002497225.1,2
XP_002497227.1,ZYRO0F00616g,z_rou,n_dai:XP_003668943.1,0
XP_002497229.1,ZYRO0F00660g,z_rou,XP_002497229.1,0
XP_002497230.1,ZYRO0F00704g,z_rou,XP_002497230.1,2
XP_002497231.1,ZYRO0F00726g,z_rou,XP_002497231.1,1
XP_002497233.1,ZYRO0F00814g,z_rou,s_cer:NP_012856.1,2
XP_002497235.1,ZYRO0F00858g,z_rou,XP_002497235.1,2
XP_002497236.1,ZYRO0F00880g,z_rou,XP_002497236.1,0
XP_002497237.1,ZYRO0F00902g,z_rou,XP_002497237.1,1
XP_002497238.1,ZYRO0F00924g,z_rou,XP_002497238.1,1
XP_002497239.1,ZYRO0F00946g,z_rou,XP_002497239.1,0
XP_002497244.1,ZYRO0F01078g,z_rou,XP_002497244.1,0
XP_002497245.1,ZYRO0F01100g,z_rou,XP_002497245.1,0
XP_002497246.1,ZYRO0F01122g,z_rou,XP_002497246.1,0
XP_002497247.1,ZYRO0F01144g,z_rou,XP_002497247.1,0
XP_002497248.1,ZYRO0F01166g,z_rou,XP_002497248.1,2
XP_002497250.1,ZYRO0F01210g,z_rou,XP_002497250.1,0
XP_002497252.1,ZYRO0F01254g,z_rou,XP_002497252.1,1
XP_002497253.1,ZYRO0F01276g,z_rou,XP_002497253.1,3
XP_002497255.1,ZYRO0F01320g,z_rou,z_rou:XP_002497255.1,3
XP_002497256.1,ZYRO0F01364g,z_rou,XP_002497256.1,3
XP_002497257.1,ZYRO0F01408g,z_rou,s_cer:NP_010073.2,4
XP_002497258.1,ZYRO0F01430g,z_rou,XP_002497258.1,4
XP_002497260.1,ZYRO0F01474g,z_rou,z_rou:XP_002497260.1,3
XP_002497261.1,ZYRO0F01496g,z_rou,c_dub:XP_002419442.1,2
XP_002497262.1,ZYRO0F01518g,z_rou,XP_002497262.1,4
XP_002497264.1,ZYRO0F01562g,z_rou,n_cas:XP_003673677.1,3
XP_002497265.1,ZYRO0F01584g,z_rou,k_nag:XP_022465374.1,0
XP_002497266.1,ZYRO0F01606g,z_rou,c_dub:XP_002420248.1,3
XP_002497267.1,ZYRO0F01628g,z_rou,XP_002497267.1,1
XP_002497268.1,ZYRO0F01650g,z_rou,s_cer:NP_013144.1,0
XP_002497269.1,ZYRO0F01672g,z_rou,XP_002497269.1,2
XP_002497270.1,ZYRO0F01694g,z_rou,s_cer:NP_011688.3,1
XP_002497271.1,ZYRO0F01716g,z_rou,XP_002497271.1,3
XP_002497272.1,ZYRO0F01738g,z_rou,XP_002497272.1,2
XP_002497273.1,ZYRO0F01760g,z_rou,XP_002497273.1,2
XP_002497274.1,ZYRO0F01782g,z_rou,XP_002497274.1,3
XP_002497276.1,ZYRO0F01826g,z_rou,XP_002497276.1,4
XP_002497277.1,ZYRO0F01848g,z_rou,XP_002497277.1,2
XP_002497278.1,ZYRO0F01870g,z_rou,z_rou:XP_002497278.1,0
XP_002497279.1,ZYRO0F01892g,z_rou,XP_002497279.1,3
XP_002497280.1,ZYRO0F01936g,z_rou,XP_002497280.1,3
XP_002497281.1,ZYRO0F01958g,z_rou,XP_002497281.1,2
XP_002497282.1,ZYRO0F01980g,z_rou,XP_002497282.1,4
XP_002497293.1,ZYRO0F02222g,z_rou,XP_002497293.1,2
XP_002497294.1,ZYRO0F02244g,z_rou,XP_002497294.1,0
XP_002497295.1,ZYRO0F02266g,z_rou,XP_002497295.1,0
XP_002497296.1,ZYRO0F02288g,z_rou,XP_002497296.1,2
XP_002497297.1,ZYRO0F02310g,z_rou,XP_002497297.1,4
XP_002497300.1,ZYRO0F02376g,z_rou,XP_002497300.1,0
XP_002497301.1,ZYRO0F02398g,z_rou,k_afr:XP_003956492.1,3
XP_002497302.1,ZYRO0F02420g,z_rou,c_gla:XP_448775.1,4
XP_002497303.1,ZYRO0F02442g,z_rou,e_gos:NP_983184.1,0
XP_002497304.1,ZYRO0F02464g,z_rou,k_afr:XP_003956868.1,3
XP_002497305.1,ZYRO0F02486g,z_rou,XP_002497305.1,4
XP_002497307.1,ZYRO0F02530g,z_rou,XP_002497307.1,0
XP_002497308.1,ZYRO0F02552g,z_rou,XP_002497308.1,1
XP_002497309.1,ZYRO0F02574g,z_rou,XP_002497309.1,0
XP_002497310.1,ZYRO0F02596g,z_rou,z_rou:XP_002497310.1,4
XP_002497311.1,ZYRO0F02618g,z_rou,XP_002497311.1,1
XP_002497313.1,ZYRO0F02662g,z_rou,XP_002497313.1,2
XP_002497314.1,ZYRO0F02684g,z_rou,XP_002497314.1,3
XP_002497315.1,ZYRO0F02706g,z_rou,XP_002497315.1,0
XP_002497318.1,ZYRO0F02772g,z_rou,k_mar:XP_022677670.1,2
XP_002497319.1,ZYRO0F02794g,z_rou,XP_002497319.1,1
XP_002497320.1,ZYRO0F02816g,z_rou,k_nag:XP_022464815.1,3
XP_002497321.1,ZYRO0F02838g,z_rou,XP_002497321.1,2
XP_002497322.1,ZYRO0F02860g,z_rou,z_rou:XP_002497322.1,2
XP_002497323.1,ZYRO0F02882g,z_rou,XP_002497323.1,4
XP_002497324.1,ZYRO0F02904g,z_rou,n_dai:XP_003671327.2,2
XP_002497325.1,ZYRO0F02926g,z_rou,XP_002497325.1,4
XP_002497326.1,ZYRO0F02948g,z_rou,n_cas:XP_003675729.1,2
XP_002497327.1,ZYRO0F02970g,z_rou,XP_002497327.1,2
XP_002497328.1,ZYRO0F02992g,z_rou,e_gos:NP_983621.2,3
XP_002497329.1,ZYRO0F03014g,z_rou,XP_002497329.1,1
XP_002497330.1,ZYRO0F03036g,z_rou,XP_002497330.1,1
XP_002497331.1,ZYRO0F03058g,z_rou,XP_002497331.1,1
XP_002497333.1,ZYRO0F03124g,z_rou,XP_002497333.1,0
XP_002497334.1,ZYRO0F03146g,z_rou,k_afr:XP_003956881.1,4
XP_002497335.1,ZYRO0F03168g,z_rou,XP_002497335.1,1
XP_002497336.1,ZYRO0F03190g,z_rou,XP_002497336.1,2
XP_002497337.1,ZYRO0F03212g,z_rou,XP_002497337.1,1
XP_002497338.1,ZYRO0F03234g,z_rou,XP_002497338.1,1
XP_002497339.1,ZYRO0F03256g,z_rou,XP_002497339.1,1
XP_002497341.1,ZYRO0F03300g,z_rou,XP_002497341.1,0
XP_002497342.1,ZYRO0F03322g,z_rou,XP_002497342.1,1
XP_002497343.1,ZYRO0F03344g,z_rou,XP_002497343.1,1
XP_002497348.1,ZYRO0F03454g,z_rou,e_gos:NP_986063.1,1
XP_002497349.1,ZYRO0F03476g,z_rou,XP_002497349.1,2
XP_002497350.1,ZYRO0F03498g,z_rou,XP_002497350.1,1
XP_002497352.1,ZYRO0F03542g,z_rou,e_cym:XP_003644498.1,4
XP_002497353.1,ZYRO0F03564g,z_rou,n_cas:XP_003675747.1,4
XP_002497354.1,ZYRO0F03586g,z_rou,XP_002497354.1,1
XP_002497356.1,ZYRO0F03630g,z_rou,XP_002497356.1,2
XP_002497357.1,ZYRO0F03652g,z_rou,XP_002497357.1,1
XP_002497359.1,ZYRO0F03696g,z_rou,XP_002497359.1,1
XP_002497361.1,ZYRO0F03740g,z_rou,XP_002497361.1,2
XP_002497362.1,ZYRO0F03762g,z_rou,XP_002497362.1,2
XP_002497363.1,ZYRO0F03784g,z_rou,XP_002497363.1,1
XP_002497365.1,ZYRO0F03828g,z_rou,XP_002497365.1,2
XP_002497366.1,ZYRO0F03850g,z_rou,XP_002497366.1,4
XP_002497367.1,ZYRO0F03872g,z_rou,z_rou:XP_002497367.1,4
XP_002497368.1,ZYRO0F03894g,z_rou,XP_002497368.1,0
XP_002497369.1,ZYRO0F03916g,z_rou,XP_002497369.1,0
XP_002497370.1,ZYRO0F03938g,z_rou,XP_002497370.1,4
XP_002497371.1,ZYRO0F03960g,z_rou,XP_002497371.1,2
XP_002497372.1,ZYRO0F04004g,z_rou,XP_002497372.1,4
XP_002497373.1,ZYRO0F04026g,z_rou,XP_002497373.1,2
XP_002497374.1,ZYRO0F04048g,z_rou,XP_002497374.1,0
XP_002497375.1,ZYRO0F04070g,z_rou,XP_002497375.1,0
XP_002497376.1,ZYRO0F04092g,z_rou,XP_002497376.1,0
XP_002497378.1,ZYRO0F04136g,z_rou,XP_002497378.1,0
XP_002497379.1,ZYRO0F04158g,z_rou,XP_002497379.1,4
XP_002497380.1,ZYRO0F04180g,z_rou,XP_002497380.1,1
XP_002497382.1,ZYRO0F04224g,z_rou,k_nag:XP_022462654.1,3
XP_002497383.1,ZYRO0F04246g,z_rou,n_dai:XP_003672482.1,3
XP_002497386.1,ZYRO0F04312g,z_rou,XP_002497386.1,2
XP_002497387.1,ZYRO0F04334g,z_rou,XP_002497387.1,1
XP_002497388.1,ZYRO0F04356g,z_rou,z_rou:XP_002497388.1,0
XP_002497389.1,ZYRO0F04378g,z_rou,XP_002497389.1,2
XP_002497390.1,ZYRO0F04422g,z_rou,XP_002497390.1,1
XP_002497391.1,ZYRO0F04444g,z_rou,XP_002497391.1,3
XP_002497392.1,ZYRO0F04466g,z_rou,c_gla:XP_449171.1,3
XP_002497393.1,ZYRO0F04488g,z_rou,XP_002497393.1,2
XP_002497394.1,ZYRO0F04510g,z_rou,XP_002497394.1,4
XP_002497395.1,ZYRO0F04532g,z_rou,c_tro:XP_002549422.1,1
XP_002497396.1,ZYRO0F04554g,z_rou,XP_002497396.1,2
XP_002497397.1,ZYRO0F04576g,z_rou,XP_002497397.1,2
XP_002497399.1,ZYRO0F04642g,z_rou,XP_002497399.1,3
XP_002497402.1,ZYRO0F04708g,z_rou,XP_002497402.1,0
XP_002497404.1,ZYRO0F04752g,z_rou,XP_002497404.1,4
XP_002497405.1,ZYRO0F04774g,z_rou,XP_002497405.1,0
XP_002497406.1,ZYRO0F04796g,z_rou,XP_002497406.1,0
XP_002497408.1,ZYRO0F04840g,z_rou,XP_002497408.1,0
XP_002497410.1,ZYRO0F04884g,z_rou,XP_002497410.1,1
XP_002497411.1,ZYRO0F04906g,z_rou,z_rou:XP_002497411.1,0
XP_002497414.1,ZYRO0F04994g,z_rou,XP_002497414.1,2
XP_002497415.1,ZYRO0F05016g,z_rou,n_dai:XP_003980132.1,0
XP_002497416.1,ZYRO0F05038g,z_rou,s_cer:NP_012579.1,0
XP_002497417.1,ZYRO0F05060g,z_rou,XP_002497417.1,4
XP_002497418.1,ZYRO0F05082g,z_rou,k_lac:XP_454958.1,4
XP_002497419.1,ZYRO0F05104g,z_rou,XP_002497419.1,4
XP_002497420.1,ZYRO0F05148g,z_rou,n_dai:XP_003671054.2,4
XP_002497422.1,ZYRO0F05192g,z_rou,XP_002497422.1,4
XP_002497423.1,ZYRO0F05214g,z_rou,XP_002497423.1,2
XP_002497424.1,ZYRO0F05236g,z_rou,XP_002497424.1,4
XP_002497425.1,ZYRO0F05258g,z_rou,k_nag:XP_022465352.1,4
XP_002497426.1,ZYRO0F05280g,z_rou,XP_002497426.1,2
XP_002497427.1,ZYRO0F05302g,z_rou,XP_002497427.1,1
XP_002497428.1,ZYRO0F05324g,z_rou,XP_002497428.1,3
XP_002497429.1,ZYRO0F05346g,z_rou,XP_002497429.1,2
XP_002497430.1,ZYRO0F05368g,z_rou,z_rou:XP_002494957.1,2
XP_002497431.1,ZYRO0F05412g,z_rou,z_rou:XP_002494957.1,2
XP_002497432.1,ZYRO0F05434g,z_rou,z_rou:XP_002494388.1,2
XP_002497434.1,ZYRO0F05478g,z_rou,XP_002497434.1,1
XP_002497435.1,ZYRO0F05500g,z_rou,k_lac:XP_455833.1,0
XP_002497436.1,ZYRO0F05522g,z_rou,XP_002497436.1,2
XP_002497437.1,ZYRO0F05544g,z_rou,XP_002497437.1,0
XP_002497438.1,ZYRO0F05566g,z_rou,XP_002497438.1,0
XP_002497440.1,ZYRO0F05610g,z_rou,z_rou:XP_002497440.1,1
XP_002497441.1,ZYRO0F05632g,z_rou,XP_002497441.1,0
XP_002497442.1,ZYRO0F05654g,z_rou,n_cas:XP_003674324.1,3
XP_002497444.1,ZYRO0F05698g,z_rou,XP_002497444.1,3
XP_002497445.1,ZYRO0F05720g,z_rou,k_lac:XP_455318.1,1
XP_002497446.1,ZYRO0F05742g,z_rou,n_dai:XP_003667617.1,4
XP_002497447.1,ZYRO0F05764g,z_rou,XP_002497447.1,0
XP_002497448.1,ZYRO0F05786g,z_rou,XP_002497448.1,0
